error report
==================================================

Total Top-1 Errors: 90857

1. Top-5 totally wrong class:
      misclassified as: Leucoagaricus leucothites: 4times
      misclassified as: Boletus pallidus: 4times
      misclassified as: Laccaria ochropurpurea: 4times
      misclassified as: Coprinellus micaceus: 4times
      misclassified as: Retiboletus ornatipes: 4times
      misclassified as: Cantharellus cinnabarinus: 4times
      misclassified as: Psilocybe cubensis: 4times
      misclassified as: Coprinellus disseminatus: 3times
      misclassified as: Psilocybe ovoideocystidiata: 3times
      misclassified as: Amanita velosa: 3times
      misclassified as: Chlorophyllum molybdites: 2times
      misclassified as: Verpa bohemica: 2times
      misclassified as: Chlorophyllum brunneum: 2times
      misclassified as: Bolbitius titubans: 2times
      misclassified as: Suillus granulatus: 2times
      misclassified as: Panaeolus papilionaceus: 2times
      misclassified as: Leccinum albostipitatum: 2times
      misclassified as: Omphalotus olivascens: 2times
      misclassified as: Lepista nuda: 2times
      misclassified as: Amanita persicina: 1times
      misclassified as: Pleurotus ostreatus: 1times
      misclassified as: Suillus spraguei: 1times
      misclassified as: Suillus americanus: 1times
      misclassified as: Tylopilus rubrobrunneus: 1times
      misclassified as: Tylopilus felleus: 1times
      misclassified as: Calycina citrina: 1times
      misclassified as: Gliophorus psittacinus: 1times
      misclassified as: Mycena leaiana: 1times
      misclassified as: Suillus luteus: 1times
      misclassified as: Coprinopsis atramentaria: 1times
      misclassified as: Psilocybe azurescens: 1times
      misclassified as: Coprinus comatus: 1times
      misclassified as: Sarcomyxa serotina: 1times
      misclassified as: Panellus stipticus: 1times
      misclassified as: Amanita muscaria: 1times

   Armillaria mellea:
      misclassified as: Hypholoma fasciculare: 71times
      misclassified as: Stropharia ambigua: 65times
      misclassified as: Psilocybe cubensis: 54times
      misclassified as: Psathyrella candolleana: 46times
      misclassified as: Tricholomopsis rutilans: 41times
      misclassified as: Psilocybe ovoideocystidiata: 38times
      misclassified as: Amanita phalloides: 36times
      misclassified as: Paxillus involutus: 33times
      misclassified as: Armillaria tabescens: 33times
      misclassified as: Armillaria borealis: 32times
      misclassified as: Volvopluteus gloiocephalus: 30times
      misclassified as: Kuehneromyces mutabilis: 29times
      misclassified as: Tapinella atrotomentosa: 29times
      misclassified as: Leucoagaricus leucothites: 29times
      misclassified as: Pholiota squarrosa: 29times
      misclassified as: Sarcomyxa serotina: 26times
      misclassified as: Psilocybe caerulescens: 25times
      misclassified as: Amanita calyptroderma: 24times
      misclassified as: Amanita velosa: 24times
      misclassified as: Hygrophoropsis aurantiaca: 21times
      misclassified as: Pholiota aurivella: 21times
      misclassified as: Psilocybe cyanescens: 21times
      misclassified as: Panellus stipticus: 20times
      misclassified as: Psilocybe pelliculosa: 19times
      misclassified as: Suillus luteus: 18times
      misclassified as: Amanita brunnescens: 18times
      misclassified as: Coprinellus disseminatus: 17times
      misclassified as: Stropharia aeruginosa: 17times
      misclassified as: Ganoderma oregonense: 17times
      misclassified as: Amanita amerirubescens: 16times
      misclassified as: Ganoderma tsugae: 16times
      misclassified as: Tricholoma murrillianum: 15times
      misclassified as: Suillus granulatus: 14times
      misclassified as: Omphalotus olivascens: 13times
      misclassified as: Lactarius turpis: 13times
      misclassified as: Bolbitius titubans: 12times
      misclassified as: Pleurotus pulmonarius: 12times
      misclassified as: Coprinellus micaceus: 12times
      misclassified as: Galerina marginata: 12times
      misclassified as: Omphalotus illudens: 11times
      misclassified as: Flammulina velutipes: 11times
      misclassified as: Chlorophyllum brunneum: 11times
      misclassified as: Gymnopilus luteofolius: 10times
      misclassified as: Retiboletus ornatipes: 9times
      misclassified as: Hypholoma lateritium: 9times
      misclassified as: Chlorophyllum molybdites: 9times
      misclassified as: Boletus edulis: 9times
      misclassified as: Amanita rubescens: 9times
      misclassified as: Imleria badia: 8times
      misclassified as: Tylopilus felleus: 8times
      misclassified as: Agaricus xanthodermus: 8times
      misclassified as: Leucoagaricus americanus: 8times
      misclassified as: Boletus pallidus: 7times
      misclassified as: Amanita augusta: 7times
      misclassified as: Leccinum aurantiacum: 7times
      misclassified as: Amanita flavoconia: 6times
      misclassified as: Suillus grevillei: 6times
      misclassified as: Verpa bohemica: 6times
      misclassified as: Pleurotus ostreatus: 5times
      misclassified as: Psilocybe azurescens: 5times
      misclassified as: Lactarius torminosus: 5times
      misclassified as: Apioperdon pyriforme: 5times
      misclassified as: Ganoderma curtisii: 5times
      misclassified as: Coprinopsis atramentaria: 5times
      misclassified as: Leratiomyces ceres: 4times
      misclassified as: Cantharellus cibarius: 4times
      misclassified as: Peltigera aphthosa: 4times
      misclassified as: Lactarius deliciosus: 3times
      misclassified as: Cantharellus californicus: 3times
      misclassified as: Agaricus augustus: 3times
      misclassified as: Lepista nuda: 2times
      misclassified as: Lycoperdon pyriforme: 2times
      misclassified as: Phaeolus schweinitzii: 2times
      misclassified as: Tylopilus rubrobrunneus: 2times
      misclassified as: Leccinum scabrum: 2times
      misclassified as: Entoloma abortivum: 2times
      misclassified as: Clitocybe nebularis: 2times
      misclassified as: Amanita citrina: 2times
      misclassified as: Cryptoporus volvatus: 2times
      misclassified as: Gliophorus psittacinus: 1times
      misclassified as: Leccinum albostipitatum: 1times
      misclassified as: Phyllotopsis nidulans: 1times
      misclassified as: Amanita persicina: 1times
      misclassified as: Lycoperdon perlatum: 1times
      misclassified as: Laccaria ochropurpurea: 1times
      misclassified as: Mycena leaiana: 1times
      misclassified as: Mycena haematopus: 1times
      misclassified as: Clitocybe nuda: 1times
      misclassified as: Macrolepiota procera: 1times
      misclassified as: Trichaptum biforme: 1times
      misclassified as: Artomyces pyxidatus: 1times
      misclassified as: Laetiporus sulphureus: 1times
      misclassified as: Hericium coralloides: 1times

   Armillaria tabescens:
      misclassified as: Armillaria mellea: 52times
      misclassified as: Hygrophoropsis aurantiaca: 45times
      misclassified as: Cantharellus cibarius: 31times
      misclassified as: Bolbitius titubans: 30times
      misclassified as: Tricholomopsis rutilans: 28times
      misclassified as: Amanita flavoconia: 26times
      misclassified as: Suillus americanus: 22times
      misclassified as: Suillus luteus: 21times
      misclassified as: Gymnopilus luteofolius: 18times
      misclassified as: Suillus granulatus: 18times
      misclassified as: Galerina marginata: 17times
      misclassified as: Hypholoma fasciculare: 14times
      misclassified as: Volvopluteus gloiocephalus: 14times
      misclassified as: Leucoagaricus leucothites: 13times
      misclassified as: Omphalotus illudens: 13times
      misclassified as: Flammulina velutipes: 13times
      misclassified as: Kuehneromyces mutabilis: 12times
      misclassified as: Tapinella atrotomentosa: 11times
      misclassified as: Armillaria borealis: 11times
      misclassified as: Psilocybe caerulescens: 10times
      misclassified as: Amanita augusta: 10times
      misclassified as: Tylopilus rubrobrunneus: 9times
      misclassified as: Retiboletus ornatipes: 9times
      misclassified as: Pholiota squarrosa: 8times
      misclassified as: Coprinellus micaceus: 8times
      misclassified as: Cantharellus californicus: 7times
      misclassified as: Coprinellus disseminatus: 7times
      misclassified as: Gliophorus psittacinus: 7times
      misclassified as: Phaeolus schweinitzii: 7times
      misclassified as: Lycoperdon pyriforme: 6times
      misclassified as: Cantharellus cinnabarinus: 6times
      misclassified as: Stropharia ambigua: 6times
      misclassified as: Mycena leaiana: 6times
      misclassified as: Lactarius torminosus: 5times
      misclassified as: Suillus spraguei: 5times
      misclassified as: Chlorophyllum molybdites: 5times
      misclassified as: Amanita phalloides: 5times
      misclassified as: Laccaria ochropurpurea: 4times
      misclassified as: Leucoagaricus americanus: 4times
      misclassified as: Paxillus involutus: 3times
      misclassified as: Psilocybe azurescens: 3times
      misclassified as: Psilocybe cubensis: 3times
      misclassified as: Pleurotus ostreatus: 2times
      misclassified as: Pleurotus pulmonarius: 2times
      misclassified as: Panellus stipticus: 2times
      misclassified as: Tylopilus felleus: 2times
      misclassified as: Lycoperdon perlatum: 2times
      misclassified as: Lycogala epidendrum: 2times
      misclassified as: Sarcomyxa serotina: 2times
      misclassified as: Suillus grevillei: 2times
      misclassified as: Lactarius deliciosus: 2times
      misclassified as: Imleria badia: 2times
      misclassified as: Lepista nuda: 1times
      misclassified as: Macrolepiota procera: 1times
      misclassified as: Agaricus xanthodermus: 1times
      misclassified as: Phyllotopsis nidulans: 1times
      misclassified as: Gloeophyllum sepiarium: 1times
      misclassified as: Nectria cinnabarina: 1times
      misclassified as: Psathyrella candolleana: 1times
      misclassified as: Clitocybe nebularis: 1times
      misclassified as: Grifola frondosa: 1times
      misclassified as: Hypholoma lateritium: 1times
      misclassified as: Hericium erinaceus: 1times
      misclassified as: Omphalotus olivascens: 1times
      misclassified as: Psilocybe ovoideocystidiata: 1times
      misclassified as: Leccinum versipelle: 1times
      misclassified as: Leccinum aurantiacum: 1times
      misclassified as: Leccinum scabrum: 1times
      misclassified as: Leccinum albostipitatum: 1times
      misclassified as: Lactarius turpis: 1times
      misclassified as: Cryptoporus volvatus: 1times
      misclassified as: Laetiporus sulphureus: 1times
      misclassified as: Pholiota aurivella: 1times
      misclassified as: Stereum hirsutum: 1times
      misclassified as: Gyromitra gigas: 1times

   Artomyces pyxidatus:
      misclassified as: Hericium coralloides: 17times
      misclassified as: Hericium erinaceus: 14times
      misclassified as: Pseudohydnum gelatinosum: 9times
      misclassified as: Cerioporus squamosus: 9times
      misclassified as: Panellus stipticus: 9times
      misclassified as: Coprinellus disseminatus: 8times
      misclassified as: Gyromitra gigas: 8times
      misclassified as: Volvopluteus gloiocephalus: 8times
      misclassified as: Gyromitra esculenta: 7times
      misclassified as: Apioperdon pyriforme: 7times
      misclassified as: Daedaleopsis confragosa: 6times
      misclassified as: Chlorophyllum molybdites: 6times
      misclassified as: Merulius tremellosus: 6times
      misclassified as: Coprinus comatus: 5times
      misclassified as: Coprinopsis lagopus: 5times
      misclassified as: Pholiota squarrosa: 5times
      misclassified as: Chondrostereum purpureum: 5times
      misclassified as: Bolbitius titubans: 5times
      misclassified as: Gyromitra infula: 5times
      misclassified as: Psathyrella candolleana: 4times
      misclassified as: Trichaptum biforme: 4times
      misclassified as: Coprinopsis atramentaria: 4times
      misclassified as: Armillaria borealis: 4times
      misclassified as: Verpa bohemica: 4times
      misclassified as: Stereum hirsutum: 4times
      misclassified as: Coprinellus micaceus: 4times
      misclassified as: Schizophyllum commune: 3times
      misclassified as: Laetiporus sulphureus: 3times
      misclassified as: Flammulina velutipes: 3times
      misclassified as: Urnula craterium: 3times
      misclassified as: Pholiota aurivella: 3times
      misclassified as: Pseudevernia furfuracea: 3times
      misclassified as: Calocera viscosa: 3times
      misclassified as: Pleurotus pulmonarius: 3times
      misclassified as: Lycoperdon perlatum: 3times
      misclassified as: Hypholoma fasciculare: 3times
      misclassified as: Psilocybe ovoideocystidiata: 3times
      misclassified as: Armillaria tabescens: 2times
      misclassified as: Trametes betulina: 2times
      misclassified as: Trametes ochracea: 2times
      misclassified as: Chlorophyllum brunneum: 2times
      misclassified as: Gloeophyllum sepiarium: 2times
      misclassified as: Grifola frondosa: 2times
      misclassified as: Phallus impudicus: 2times
      misclassified as: Bjerkandera adusta: 2times
      misclassified as: Phlebia radiata: 2times
      misclassified as: Crucibulum laeve: 2times
      misclassified as: Stereum ostrea: 2times
      misclassified as: Evernia prunastri: 1times
      misclassified as: Tapinella atrotomentosa: 1times
      misclassified as: Cryptoporus volvatus: 1times
      misclassified as: Trametes hirsuta: 1times
      misclassified as: Physcia adscendens: 1times
      misclassified as: Cladonia stellaris: 1times
      misclassified as: Mycena leaiana: 1times
      misclassified as: Psilocybe cubensis: 1times
      misclassified as: Kuehneromyces mutabilis: 1times
      misclassified as: Evernia mesomorpha: 1times
      misclassified as: Phyllotopsis nidulans: 1times
      misclassified as: Pleurotus ostreatus: 1times
      misclassified as: Peltigera aphthosa: 1times
      misclassified as: Peltigera praetextata: 1times
      misclassified as: Lycoperdon pyriforme: 1times
      misclassified as: Omphalotus illudens: 1times
      misclassified as: Psilocybe pelliculosa: 1times
      misclassified as: Mycena haematopus: 1times

   Bjerkandera adusta:
      misclassified as: Trametes ochracea: 94times
      misclassified as: Daedaleopsis confragosa: 53times
      misclassified as: Trametes betulina: 44times
      misclassified as: Fomitopsis betulina: 44times
      misclassified as: Trichaptum biforme: 42times
      misclassified as: Trametes hirsuta: 41times
      misclassified as: Merulius tremellosus: 36times
      misclassified as: Pleurotus pulmonarius: 29times
      misclassified as: Fomitopsis pinicola: 28times
      misclassified as: Chondrostereum purpureum: 27times
      misclassified as: Fomes fomentarius: 27times
      misclassified as: Trametes versicolor: 27times
      misclassified as: Panellus stipticus: 24times
      misclassified as: Ganoderma applanatum: 23times
      misclassified as: Trametes gibbosa: 22times
      misclassified as: Pleurotus ostreatus: 22times
      misclassified as: Amanita rubescens: 21times
      misclassified as: Schizophyllum commune: 19times
      misclassified as: Daedaleopsis tricolor: 18times
      misclassified as: Phlebia tremellosa: 17times
      misclassified as: Stereum ostrea: 16times
      misclassified as: Amanita amerirubescens: 15times
      misclassified as: Laetiporus sulphureus: 13times
      misclassified as: Peltigera aphthosa: 12times
      misclassified as: Ischnoderma resinosum: 11times
      misclassified as: Peltigera praetextata: 11times
      misclassified as: Grifola frondosa: 10times
      misclassified as: Ganoderma tsugae: 10times
      misclassified as: Stereum hirsutum: 9times
      misclassified as: Chlorophyllum brunneum: 9times
      misclassified as: Fomitopsis mounceae: 8times
      misclassified as: Coprinus comatus: 8times
      misclassified as: Armillaria borealis: 8times
      misclassified as: Cerioporus squamosus: 6times
      misclassified as: Platismatia glauca: 6times
      misclassified as: Parmelia sulcata: 5times
      misclassified as: Coprinellus disseminatus: 5times
      misclassified as: Entoloma abortivum: 5times
      misclassified as: Chlorophyllum molybdites: 4times
      misclassified as: Macrolepiota procera: 4times
      misclassified as: Sarcomyxa serotina: 4times
      misclassified as: Phlebia radiata: 4times
      misclassified as: Pholiota squarrosa: 3times
      misclassified as: Psathyrella candolleana: 3times
      misclassified as: Laccaria ochropurpurea: 2times
      misclassified as: Cryptoporus volvatus: 2times
      misclassified as: Apioperdon pyriforme: 2times
      misclassified as: Tricholoma murrillianum: 2times
      misclassified as: Lobaria pulmonaria: 2times
      misclassified as: Phallus impudicus: 2times
      misclassified as: Ganoderma curtisii: 2times
      misclassified as: Inonotus obliquus: 1times
      misclassified as: Tylopilus felleus: 1times
      misclassified as: Verpa bohemica: 1times
      misclassified as: Lactarius turpis: 1times
      misclassified as: Coprinopsis atramentaria: 1times
      misclassified as: Agaricus augustus: 1times
      misclassified as: Lycoperdon pyriforme: 1times
      misclassified as: Pholiota aurivella: 1times
      misclassified as: Gyromitra gigas: 1times
      misclassified as: Gyromitra infula: 1times
      misclassified as: Artomyces pyxidatus: 1times
      misclassified as: Psilocybe ovoideocystidiata: 1times
      misclassified as: Hypholoma fasciculare: 1times
      misclassified as: Flammulina velutipes: 1times

   Bolbitius titubans:
      misclassified as: Amanita flavoconia: 37times
      misclassified as: Amanita persicina: 31times
      misclassified as: Amanita augusta: 23times
      misclassified as: Leratiomyces ceres: 23times
      misclassified as: Suillus granulatus: 18times
      misclassified as: Psathyrella candolleana: 18times
      misclassified as: Suillus americanus: 17times
      misclassified as: Amanita calyptroderma: 17times
      misclassified as: Amanita velosa: 15times
      misclassified as: Suillus grevillei: 15times
      misclassified as: Agaricus augustus: 14times
      misclassified as: Stropharia ambigua: 14times
      misclassified as: Gliophorus psittacinus: 13times
      misclassified as: Amanita phalloides: 12times
      misclassified as: Galerina marginata: 10times
      misclassified as: Psilocybe cyanescens: 9times
      misclassified as: Amanita amerirubescens: 9times
      misclassified as: Leccinum versipelle: 8times
      misclassified as: Agaricus xanthodermus: 6times
      misclassified as: Suillus luteus: 6times
      misclassified as: Armillaria mellea: 6times
      misclassified as: Psilocybe cubensis: 6times
      misclassified as: Coprinellus micaceus: 6times
      misclassified as: Psilocybe caerulescens: 6times
      misclassified as: Psilocybe ovoideocystidiata: 6times
      misclassified as: Hypholoma fasciculare: 5times
      misclassified as: Leucoagaricus leucothites: 3times
      misclassified as: Panaeolus papilionaceus: 3times
      misclassified as: Psilocybe azurescens: 3times
      misclassified as: Pseudohydnum gelatinosum: 3times
      misclassified as: Leucoagaricus americanus: 2times
      misclassified as: Pholiota aurivella: 2times
      misclassified as: Cantharellus californicus: 2times
      misclassified as: Mycena leaiana: 2times
      misclassified as: Hygrophoropsis aurantiaca: 2times
      misclassified as: Amanita citrina: 2times
      misclassified as: Suillus spraguei: 2times
      misclassified as: Boletus rex-veris: 2times
      misclassified as: Cantharellus cibarius: 2times
      misclassified as: Chlorophyllum molybdites: 1times
      misclassified as: Stropharia aeruginosa: 1times
      misclassified as: Tricholoma murrillianum: 1times
      misclassified as: Tricholomopsis rutilans: 1times
      misclassified as: Coprinopsis lagopus: 1times
      misclassified as: Coprinopsis atramentaria: 1times
      misclassified as: Psilocybe pelliculosa: 1times
      misclassified as: Armillaria tabescens: 1times
      misclassified as: Amanita pantherina: 1times
      misclassified as: Tapinella atrotomentosa: 1times
      misclassified as: Entoloma abortivum: 1times
      misclassified as: Amanita brunnescens: 1times
      misclassified as: Hypomyces lactifluorum: 1times
      misclassified as: Flammulina velutipes: 1times
      misclassified as: Volvopluteus gloiocephalus: 1times

   Boletus edulis:
      misclassified as: Leccinum scabrum: 199times
      misclassified as: Boletus reticulatus: 160times
      misclassified as: Suillus granulatus: 159times
      misclassified as: Suillus luteus: 152times
      misclassified as: Leccinum aurantiacum: 142times
      misclassified as: Leccinum versipelle: 125times
      misclassified as: Paxillus involutus: 115times
      misclassified as: Leccinum albostipitatum: 90times
      misclassified as: Imleria badia: 76times
      misclassified as: Suillus grevillei: 65times
      misclassified as: Tylopilus felleus: 57times
      misclassified as: Boletus pallidus: 51times
      misclassified as: Suillus spraguei: 35times
      misclassified as: Amanita velosa: 31times
      misclassified as: Lactarius turpis: 31times
      misclassified as: Boletus rex-veris: 30times
      misclassified as: Macrolepiota procera: 30times
      misclassified as: Amanita rubescens: 29times
      misclassified as: Retiboletus ornatipes: 28times
      misclassified as: Lactarius deliciosus: 25times
      misclassified as: Lactarius torminosus: 23times
      misclassified as: Tylopilus rubrobrunneus: 17times
      misclassified as: Lycoperdon perlatum: 16times
      misclassified as: Amanita pantherina: 15times
      misclassified as: Amanita muscaria: 15times
      misclassified as: Psilocybe cubensis: 14times
      misclassified as: Phaeolus schweinitzii: 12times
      misclassified as: Suillus americanus: 11times
      misclassified as: Coprinopsis atramentaria: 11times
      misclassified as: Pholiota squarrosa: 11times
      misclassified as: Hygrophoropsis aurantiaca: 10times
      misclassified as: Agaricus xanthodermus: 10times
      misclassified as: Volvopluteus gloiocephalus: 10times
      misclassified as: Amanita citrina: 9times
      misclassified as: Amanita persicina: 9times
      misclassified as: Lycoperdon pyriforme: 9times
      misclassified as: Tricholomopsis rutilans: 9times
      misclassified as: Tapinella atrotomentosa: 8times
      misclassified as: Amanita phalloides: 8times
      misclassified as: Amanita brunnescens: 8times
      misclassified as: Lepista nuda: 8times
      misclassified as: Clitocybe nebularis: 8times
      misclassified as: Phallus impudicus: 7times
      misclassified as: Cerioporus squamosus: 7times
      misclassified as: Bolbitius titubans: 6times
      misclassified as: Leucoagaricus leucothites: 6times
      misclassified as: Amanita amerirubescens: 6times
      misclassified as: Agaricus augustus: 5times
      misclassified as: Chlorophyllum molybdites: 5times
      misclassified as: Verpa bohemica: 5times
      misclassified as: Chlorophyllum brunneum: 5times
      misclassified as: Daedaleopsis confragosa: 5times
      misclassified as: Armillaria mellea: 5times
      misclassified as: Armillaria borealis: 5times
      misclassified as: Coltricia perennis: 5times
      misclassified as: Fomitopsis betulina: 4times
      misclassified as: Fomitopsis pinicola: 4times
      misclassified as: Ganoderma applanatum: 4times
      misclassified as: Leucoagaricus americanus: 4times
      misclassified as: Coprinellus micaceus: 4times
      misclassified as: Clitocybe nuda: 4times
      misclassified as: Armillaria tabescens: 4times
      misclassified as: Apioperdon pyriforme: 4times
      misclassified as: Panaeolus papilionaceus: 3times
      misclassified as: Amanita augusta: 3times
      misclassified as: Pholiota aurivella: 3times
      misclassified as: Amanita flavoconia: 3times
      misclassified as: Laccaria ochropurpurea: 3times
      misclassified as: Coprinus comatus: 3times
      misclassified as: Daedaleopsis tricolor: 3times
      misclassified as: Ganoderma curtisii: 2times
      misclassified as: Ganoderma tsugae: 2times
      misclassified as: Tricholoma murrillianum: 2times
      misclassified as: Psilocybe azurescens: 2times
      misclassified as: Sarcosoma globosum: 2times
      misclassified as: Psilocybe ovoideocystidiata: 2times
      misclassified as: Coprinellus disseminatus: 2times
      misclassified as: Phlebia tremellosa: 2times
      misclassified as: Cryptoporus volvatus: 2times
      misclassified as: Fomitopsis mounceae: 1times
      misclassified as: Gymnopilus luteofolius: 1times
      misclassified as: Psathyrella candolleana: 1times
      misclassified as: Gliophorus psittacinus: 1times
      misclassified as: Leratiomyces ceres: 1times
      misclassified as: Amanita calyptroderma: 1times
      misclassified as: Entoloma abortivum: 1times
      misclassified as: Pleurotus ostreatus: 1times
      misclassified as: Stropharia ambigua: 1times
      misclassified as: Fomes fomentarius: 1times
      misclassified as: Panellus stipticus: 1times
      misclassified as: Artomyces pyxidatus: 1times
      misclassified as: Sarcomyxa serotina: 1times
      misclassified as: Hypholoma lateritium: 1times
      misclassified as: Graphis scripta: 1times
      misclassified as: Merulius tremellosus: 1times

   Boletus pallidus:
      misclassified as: Tylopilus felleus: 33times
      misclassified as: Leucoagaricus leucothites: 28times
      misclassified as: Tylopilus rubrobrunneus: 24times
      misclassified as: Volvopluteus gloiocephalus: 23times
      misclassified as: Amanita brunnescens: 21times
      misclassified as: Coprinopsis atramentaria: 17times
      misclassified as: Retiboletus ornatipes: 15times
      misclassified as: Entoloma abortivum: 15times
      misclassified as: Tapinella atrotomentosa: 15times
      misclassified as: Agaricus xanthodermus: 14times
      misclassified as: Tricholoma murrillianum: 14times
      misclassified as: Amanita amerirubescens: 13times
      misclassified as: Coprinellus micaceus: 13times
      misclassified as: Agaricus augustus: 12times
      misclassified as: Leucoagaricus americanus: 11times
      misclassified as: Boletus reticulatus: 11times
      misclassified as: Paxillus involutus: 11times
      misclassified as: Amanita velosa: 10times
      misclassified as: Chlorophyllum molybdites: 9times
      misclassified as: Boletus edulis: 9times
      misclassified as: Suillus spraguei: 9times
      misclassified as: Clitocybe nebularis: 9times
      misclassified as: Amanita rubescens: 9times
      misclassified as: Amanita citrina: 9times
      misclassified as: Sarcomyxa serotina: 9times
      misclassified as: Leccinum scabrum: 8times
      misclassified as: Suillus granulatus: 6times
      misclassified as: Suillus luteus: 6times
      misclassified as: Suillus grevillei: 5times
      misclassified as: Lycoperdon perlatum: 4times
      misclassified as: Amanita phalloides: 4times
      misclassified as: Clitocybe nuda: 4times
      misclassified as: Tricholomopsis rutilans: 3times
      misclassified as: Chlorophyllum brunneum: 3times
      misclassified as: Suillus americanus: 3times
      misclassified as: Laccaria ochropurpurea: 3times
      misclassified as: Ganoderma applanatum: 3times
      misclassified as: Leccinum aurantiacum: 3times
      misclassified as: Coprinus comatus: 3times
      misclassified as: Imleria badia: 2times
      misclassified as: Boletus rex-veris: 2times
      misclassified as: Lycoperdon pyriforme: 2times
      misclassified as: Cryptoporus volvatus: 2times
      misclassified as: Fomitopsis betulina: 2times
      misclassified as: Ganoderma oregonense: 2times
      misclassified as: Ganoderma curtisii: 2times
      misclassified as: Armillaria mellea: 2times
      misclassified as: Amanita calyptroderma: 1times
      misclassified as: Amanita pantherina: 1times
      misclassified as: Pleurotus ostreatus: 1times
      misclassified as: Pleurotus pulmonarius: 1times
      misclassified as: Leccinum versipelle: 1times
      misclassified as: Ganoderma tsugae: 1times
      misclassified as: Psathyrella candolleana: 1times
      misclassified as: Amanita augusta: 1times
      misclassified as: Phallus impudicus: 1times
      misclassified as: Pseudohydnum gelatinosum: 1times
      misclassified as: Leccinum albostipitatum: 1times
      misclassified as: Hypholoma fasciculare: 1times
      misclassified as: Fomitopsis mounceae: 1times

   Boletus reticulatus:
      misclassified as: Agaricus augustus: 23times
      misclassified as: Leccinum scabrum: 20times
      misclassified as: Phlebia radiata: 18times
      misclassified as: Rhytisma acerinum: 18times
      misclassified as: Tylopilus felleus: 17times
      misclassified as: Hypogymnia physodes: 17times
      misclassified as: Boletus edulis: 15times
      misclassified as: Evernia prunastri: 15times
      misclassified as: Leccinum aurantiacum: 12times
      misclassified as: Amanita brunnescens: 12times
      misclassified as: Suillus spraguei: 11times
      misclassified as: Leccinum albostipitatum: 10times
      misclassified as: Leccinum versipelle: 10times
      misclassified as: Amanita rubescens: 10times
      misclassified as: Imleria badia: 10times
      misclassified as: Tapinella atrotomentosa: 10times
      misclassified as: Paxillus involutus: 8times
      misclassified as: Chlorophyllum brunneum: 8times
      misclassified as: Leucoagaricus americanus: 7times
      misclassified as: Artomyces pyxidatus: 7times
      misclassified as: Psilocybe ovoideocystidiata: 6times
      misclassified as: Platismatia glauca: 6times
      misclassified as: Suillus luteus: 6times
      misclassified as: Kuehneromyces mutabilis: 6times
      misclassified as: Tricholoma murrillianum: 6times
      misclassified as: Amanita pantherina: 6times
      misclassified as: Boletus rex-veris: 5times
      misclassified as: Agaricus xanthodermus: 5times
      misclassified as: Cerioporus squamosus: 5times
      misclassified as: Amanita amerirubescens: 4times
      misclassified as: Parmelia sulcata: 4times
      misclassified as: Boletus pallidus: 3times
      misclassified as: Graphis scripta: 3times
      misclassified as: Coltricia perennis: 3times
      misclassified as: Macrolepiota procera: 3times
      misclassified as: Tylopilus rubrobrunneus: 3times
      misclassified as: Pseudevernia furfuracea: 3times
      misclassified as: Mycena leaiana: 3times
      misclassified as: Lactarius torminosus: 2times
      misclassified as: Fomitopsis betulina: 2times
      misclassified as: Pleurotus ostreatus: 2times
      misclassified as: Sarcomyxa serotina: 2times
      misclassified as: Lactarius turpis: 2times
      misclassified as: Panellus stipticus: 2times
      misclassified as: Xanthoria parietina: 2times
      misclassified as: Inonotus obliquus: 2times
      misclassified as: Merulius tremellosus: 2times
      misclassified as: Retiboletus ornatipes: 2times
      misclassified as: Leucoagaricus leucothites: 1times
      misclassified as: Amanita velosa: 1times
      misclassified as: Chlorophyllum molybdites: 1times
      misclassified as: Psilocybe pelliculosa: 1times
      misclassified as: Tricholomopsis rutilans: 1times
      misclassified as: Mutinus ravenelii: 1times
      misclassified as: Suillus granulatus: 1times
      misclassified as: Armillaria borealis: 1times
      misclassified as: Clitocybe nebularis: 1times
      misclassified as: Coprinellus micaceus: 1times
      misclassified as: Flammulina velutipes: 1times
      misclassified as: Coprinellus disseminatus: 1times
      misclassified as: Nectria cinnabarina: 1times
      misclassified as: Cryptoporus volvatus: 1times
      misclassified as: Suillus grevillei: 1times
      misclassified as: Stereum hirsutum: 1times
      misclassified as: Gliophorus psittacinus: 1times
      misclassified as: Sarcoscypha austriaca: 1times
      misclassified as: Laetiporus sulphureus: 1times
      misclassified as: Evernia mesomorpha: 1times
      misclassified as: Amanita flavoconia: 1times
      misclassified as: Urnula craterium: 1times

   Boletus rex-veris:
      misclassified as: Agaricus augustus: 36times
      misclassified as: Amanita rubescens: 28times
      misclassified as: Cerioporus squamosus: 24times
      misclassified as: Leucoagaricus americanus: 21times
      misclassified as: Apioperdon pyriforme: 19times
      misclassified as: Amanita amerirubescens: 18times
      misclassified as: Tricholomopsis rutilans: 16times
      misclassified as: Paxillus involutus: 15times
      misclassified as: Cryptoporus volvatus: 13times
      misclassified as: Chlorophyllum brunneum: 12times
      misclassified as: Leccinum versipelle: 12times
      misclassified as: Suillus granulatus: 11times
      misclassified as: Suillus spraguei: 10times
      misclassified as: Lycoperdon pyriforme: 10times
      misclassified as: Gymnopilus luteofolius: 10times
      misclassified as: Pholiota squarrosa: 8times
      misclassified as: Agaricus xanthodermus: 7times
      misclassified as: Leccinum scabrum: 7times
      misclassified as: Boletus reticulatus: 7times
      misclassified as: Amanita augusta: 7times
