epoch,batch,train_loss,val_top1,val_top5,val_balanced,val_f1,val_loss,learning_rate,temperature,grad_norm
23,200,0.458567,,,,,,9.80e-04,0.0050,0.0
23,220,0.463777,,,,,,9.80e-04,0.0050,0.0
23,240,0.466651,,,,,,9.80e-04,0.0050,0.0
23,260,0.531431,,,,,,9.80e-04,0.0050,0.0
23,280,0.509091,,,,,,9.80e-04,0.0050,0.0
23,300,0.472134,,,,,,9.80e-04,0.0050,0.0
23,320,0.459296,,,,,,9.80e-04,0.0050,0.0
23,340,0.496850,,,,,,9.79e-04,0.0050,0.0
23,360,0.502773,,,,,,9.79e-04,0.0050,0.0
23,380,0.508257,,,,,,9.79e-04,0.0050,0.0
23,-1,0.493448,0.839972,0.968750,0.823070,0.806557,0.900338,,,,
24,20,0.456617,,,,,,9.79e-04,0.0050,0.0
24,40,0.471367,,,,,,9.79e-04,0.0050,0.0
24,60,0.502745,,,,,,9.79e-04,0.0050,0.0
24,80,0.491757,,,,,,9.79e-04,0.0050,0.0
24,100,0.466058,,,,,,9.79e-04,0.0050,0.0
24,120,0.490993,,,,,,9.78e-04,0.0050,0.0
24,140,0.481585,,,,,,9.78e-04,0.0050,0.0
24,160,0.499097,,,,,,9.78e-04,0.0050,0.0
24,180,0.497696,,,,,,9.78e-04,0.0050,0.0
24,200,0.491069,,,,,,9.78e-04,0.0050,0.0
24,220,0.508062,,,,,,9.78e-04,0.0050,0.0
24,240,0.514260,,,,,,9.78e-04,0.0050,0.0
24,260,0.471784,,,,,,9.78e-04,0.0050,0.0
24,280,0.494402,,,,,,9.77e-04,0.0050,0.0
24,300,0.529636,,,,,,9.77e-04,0.0050,0.0
24,320,0.491495,,,,,,9.77e-04,0.0050,0.0
24,340,0.493391,,,,,,9.77e-04,0.0050,0.0
24,360,0.489256,,,,,,9.77e-04,0.0050,0.0
24,380,0.533704,,,,,,9.77e-04,0.0050,0.0
24,-1,0.488117,0.846183,0.967341,0.823119,0.814365,0.883792,,,,
25,20,0.461922,,,,,,9.77e-04,0.0050,0.0
25,40,0.519694,,,,,,9.77e-04,0.0050,0.0
25,60,0.455545,,,,,,9.76e-04,0.0050,0.0
25,80,0.488407,,,,,,9.76e-04,0.0050,0.0
25,100,0.490715,,,,,,9.76e-04,0.0050,0.0
25,120,0.483394,,,,,,9.76e-04,0.0050,0.0
25,140,0.534954,,,,,,9.76e-04,0.0050,0.0
25,160,0.454806,,,,,,9.76e-04,0.0050,0.0
25,180,0.441394,,,,,,9.76e-04,0.0050,0.0
25,200,0.490673,,,,,,9.75e-04,0.0050,0.0
25,220,0.524604,,,,,,9.75e-04,0.0050,0.0
25,240,0.466130,,,,,,9.75e-04,0.0050,0.0
25,260,0.485816,,,,,,9.75e-04,0.0050,0.0
25,280,0.474031,,,,,,9.75e-04,0.0050,0.0
25,300,0.494076,,,,,,9.75e-04,0.0050,0.0
25,320,0.493004,,,,,,9.75e-04,0.0050,0.0
25,340,0.488343,,,,,,9.75e-04,0.0050,0.0
25,360,0.499319,,,,,,9.74e-04,0.0050,0.0
25,380,0.470753,,,,,,9.74e-04,0.0050,0.0
25,-1,0.480512,0.844582,0.965420,0.818287,0.806299,0.894978,,,,
26,20,0.460738,,,,,,9.74e-04,0.0050,0.0
26,40,0.480901,,,,,,9.74e-04,0.0050,0.0
26,60,0.523794,,,,,,9.74e-04,0.0050,0.0
26,80,0.484956,,,,,,9.74e-04,0.0050,0.0
26,100,0.473455,,,,,,9.74e-04,0.0050,0.0
26,120,0.459117,,,,,,9.73e-04,0.0050,0.0
26,140,0.462665,,,,,,9.73e-04,0.0050,0.0
26,160,0.466452,,,,,,9.73e-04,0.0050,0.0
26,180,0.502924,,,,,,9.73e-04,0.0050,0.0
26,200,0.475739,,,,,,9.73e-04,0.0050,0.0
26,220,0.453526,,,,,,9.73e-04,0.0050,0.0
26,240,0.478634,,,,,,9.73e-04,0.0050,0.0
26,260,0.509429,,,,,,9.73e-04,0.0050,0.0
26,280,0.494462,,,,,,9.72e-04,0.0050,0.0
26,300,0.478598,,,,,,9.72e-04,0.0050,0.0
26,320,0.463805,,,,,,9.72e-04,0.0050,0.0
26,340,0.471441,,,,,,9.72e-04,0.0050,0.0
26,360,0.501437,,,,,,9.72e-04,0.0050,0.0
26,380,0.440051,,,,,,9.72e-04,0.0050,0.0
26,-1,0.475702,0.843430,0.968046,0.818348,0.808448,0.886620,,,,
27,20,0.484664,,,,,,9.72e-04,0.0050,0.0
27,40,0.457875,,,,,,9.71e-04,0.0050,0.0
27,60,0.448888,,,,,,9.71e-04,0.0050,0.0
27,80,0.476236,,,,,,9.71e-04,0.0050,0.0
27,100,0.481715,,,,,,9.71e-04,0.0050,0.0
27,120,0.447635,,,,,,9.71e-04,0.0050,0.0
27,140,0.458297,,,,,,9.71e-04,0.0050,0.0
27,160,0.487622,,,,,,9.71e-04,0.0050,0.0
27,180,0.466284,,,,,,9.70e-04,0.0050,0.0
27,200,0.478845,,,,,,9.70e-04,0.0050,0.0
27,220,0.490535,,,,,,9.70e-04,0.0050,0.0
27,240,0.472702,,,,,,9.70e-04,0.0050,0.0
27,260,0.503068,,,,,,9.70e-04,0.0050,0.0
27,280,0.462304,,,,,,9.70e-04,0.0050,0.0
27,300,0.456501,,,,,,9.70e-04,0.0050,0.0
27,320,0.466438,,,,,,9.69e-04,0.0050,0.0
27,340,0.446645,,,,,,9.69e-04,0.0050,0.0
27,360,0.470937,,,,,,9.69e-04,0.0050,0.0
27,380,0.470048,,,,,,9.69e-04,0.0050,0.0
27,-1,0.471351,0.854956,0.971183,0.832321,0.821285,0.843252,,,,
28,20,0.492341,,,,,,9.69e-04,0.0050,0.0
28,40,0.445356,,,,,,9.69e-04,0.0050,0.0
28,60,0.455276,,,,,,9.68e-04,0.0050,0.0
28,80,0.474810,,,,,,9.68e-04,0.0050,0.0
28,100,0.429856,,,,,,9.68e-04,0.0050,0.0
28,120,0.464387,,,,,,9.68e-04,0.0050,0.0
28,140,0.442228,,,,,,9.68e-04,0.0050,0.0
28,160,0.495847,,,,,,9.68e-04,0.0050,0.0
28,180,0.462420,,,,,,9.68e-04,0.0050,0.0
28,200,0.440661,,,,,,9.67e-04,0.0050,0.0
28,220,0.444099,,,,,,9.67e-04,0.0050,0.0
28,240,0.461284,,,,,,9.67e-04,0.0050,0.0
28,260,0.465230,,,,,,9.67e-04,0.0050,0.0
28,280,0.492441,,,,,,9.67e-04,0.0050,0.0
28,300,0.468037,,,,,,9.67e-04,0.0050,0.0
28,320,0.486968,,,,,,9.67e-04,0.0050,0.0
28,340,0.473520,,,,,,9.66e-04,0.0050,0.0
28,360,0.481541,,,,,,9.66e-04,0.0050,0.0
28,380,0.487602,,,,,,9.66e-04,0.0050,0.0
28,-1,0.468323,0.854892,0.972016,0.827364,0.819294,0.843096,,,,
29,20,0.465282,,,,,,9.66e-04,0.0050,0.0
29,40,0.447497,,,,,,9.66e-04,0.0050,0.0
29,60,0.458660,,,,,,9.66e-04,0.0050,0.0
29,80,0.486055,,,,,,9.65e-04,0.0050,0.0
29,100,0.439236,,,,,,9.65e-04,0.0050,0.0
29,120,0.415244,,,,,,9.65e-04,0.0050,0.0
29,140,0.449082,,,,,,9.65e-04,0.0050,0.0
29,160,0.492353,,,,,,9.65e-04,0.0050,0.0
29,180,0.456143,,,,,,9.65e-04,0.0050,0.0
29,200,0.480399,,,,,,9.65e-04,0.0050,0.0
29,220,0.470528,,,,,,9.64e-04,0.0050,0.0
29,240,0.449803,,,,,,9.64e-04,0.0050,0.0
29,260,0.467270,,,,,,9.64e-04,0.0050,0.0
29,280,0.496178,,,,,,9.64e-04,0.0050,0.0
29,300,0.471248,,,,,,9.64e-04,0.0050,0.0
29,320,0.479253,,,,,,9.64e-04,0.0050,0.0
29,340,0.468443,,,,,,9.63e-04,0.0050,0.0
29,360,0.475371,,,,,,9.63e-04,0.0050,0.0
29,380,0.475472,,,,,,9.63e-04,0.0050,0.0
29,-1,0.460938,0.852907,0.969903,0.827798,0.819544,0.878329,,,,
30,20,0.433937,,,,,,9.63e-04,0.0050,0.0
30,40,0.434580,,,,,,9.63e-04,0.0050,0.0
30,60,0.444161,,,,,,9.63e-04,0.0050,0.0
30,80,0.446145,,,,,,9.62e-04,0.0050,0.0
30,100,0.455780,,,,,,9.62e-04,0.0050,0.0
30,120,0.433916,,,,,,9.62e-04,0.0050,0.0
30,140,0.431773,,,,,,9.62e-04,0.0050,0.0
30,160,0.427688,,,,,,9.62e-04,0.0050,0.0
30,180,0.470640,,,,,,9.62e-04,0.0050,0.0
30,200,0.464756,,,,,,9.61e-04,0.0050,0.0
30,220,0.440043,,,,,,9.61e-04,0.0050,0.0
30,240,0.469678,,,,,,9.61e-04,0.0050,0.0
30,260,0.510186,,,,,,9.61e-04,0.0050,0.0
30,280,0.455095,,,,,,9.61e-04,0.0050,0.0
30,300,0.463730,,,,,,9.61e-04,0.0050,0.0
30,320,0.484354,,,,,,9.61e-04,0.0050,0.0
30,340,0.501471,,,,,,9.60e-04,0.0050,0.0
30,360,0.447026,,,,,,9.60e-04,0.0050,0.0
30,380,0.448087,,,,,,9.60e-04,0.0050,0.0
30,-1,0.458668,0.855213,0.967853,0.826888,0.816452,0.858459,,,,
31,20,0.465292,,,,,,9.60e-04,0.0050,0.0
31,40,0.425527,,,,,,9.60e-04,0.0050,0.0
31,60,0.449125,,,,,,9.59e-04,0.0050,0.0
31,80,0.430311,,,,,,9.59e-04,0.0050,0.0
31,100,0.455796,,,,,,9.59e-04,0.0050,0.0
31,120,0.445204,,,,,,9.59e-04,0.0050,0.0
31,140,0.454291,,,,,,9.59e-04,0.0050,0.0
31,160,0.445897,,,,,,9.59e-04,0.0050,0.0
31,180,0.430492,,,,,,9.58e-04,0.0050,0.0
31,200,0.460075,,,,,,9.58e-04,0.0050,0.0
31,220,0.461151,,,,,,9.58e-04,0.0050,0.0
31,240,0.455583,,,,,,9.58e-04,0.0050,0.0
31,260,0.442328,,,,,,9.58e-04,0.0050,0.0
31,280,0.466641,,,,,,9.58e-04,0.0050,0.0
31,300,0.494138,,,,,,9.57e-04,0.0050,0.0
31,320,0.441390,,,,,,9.57e-04,0.0050,0.0
31,340,0.464021,,,,,,9.57e-04,0.0050,0.0
31,360,0.438111,,,,,,9.57e-04,0.0050,0.0
31,380,0.448831,,,,,,9.57e-04,0.0050,0.0
31,-1,0.451904,0.847336,0.969647,0.828582,0.816880,0.886048,,,,
32,20,0.411319,,,,,,9.57e-04,0.0050,0.0
32,40,0.442814,,,,,,9.56e-04,0.0050,0.0
32,60,0.470985,,,,,,9.56e-04,0.0050,0.0
32,80,0.446615,,,,,,9.56e-04,0.0050,0.0
32,100,0.438540,,,,,,9.56e-04,0.0050,0.0
32,120,0.470576,,,,,,9.56e-04,0.0050,0.0
32,140,0.483110,,,,,,9.56e-04,0.0050,0.0
32,160,0.441008,,,,,,9.55e-04,0.0050,0.0
32,180,0.439905,,,,,,9.55e-04,0.0050,0.0
32,200,0.466716,,,,,,9.55e-04,0.0050,0.0
32,220,0.458582,,,,,,9.55e-04,0.0050,0.0
32,240,0.469917,,,,,,9.55e-04,0.0050,0.0
32,260,0.422289,,,,,,9.55e-04,0.0050,0.0
32,280,0.431265,,,,,,9.54e-04,0.0050,0.0
32,300,0.449524,,,,,,9.54e-04,0.0050,0.0
32,320,0.436351,,,,,,9.54e-04,0.0050,0.0
32,340,0.491645,,,,,,9.54e-04,0.0050,0.0
32,360,0.467489,,,,,,9.54e-04,0.0050,0.0
32,380,0.462358,,,,,,9.53e-04,0.0050,0.0
32,-1,0.448272,0.845863,0.969647,0.821712,0.809976,0.890187,,,,
33,20,0.442033,,,,,,9.53e-04,0.0050,0.0
33,40,0.466586,,,,,,9.53e-04,0.0050,0.0
33,60,0.435640,,,,,,9.53e-04,0.0050,0.0
33,80,0.439370,,,,,,9.53e-04,0.0050,0.0
33,100,0.467669,,,,,,9.53e-04,0.0050,0.0
33,120,0.426881,,,,,,9.52e-04,0.0050,0.0
33,140,0.401219,,,,,,9.52e-04,0.0050,0.0
33,160,0.428348,,,,,,9.52e-04,0.0050,0.0
33,180,0.416953,,,,,,9.52e-04,0.0050,0.0
33,200,0.448157,,,,,,9.52e-04,0.0050,0.0
33,220,0.447815,,,,,,9.51e-04,0.0050,0.0
33,240,0.447395,,,,,,9.51e-04,0.0050,0.0
33,260,0.473474,,,,,,9.51e-04,0.0050,0.0
33,280,0.430898,,,,,,9.51e-04,0.0050,0.0
33,300,0.420848,,,,,,9.51e-04,0.0050,0.0
33,320,0.481374,,,,,,9.51e-04,0.0050,0.0
33,340,0.463171,,,,,,9.50e-04,0.0050,0.0
33,360,0.479200,,,,,,9.50e-04,0.0050,0.0
33,380,0.448106,,,,,,9.50e-04,0.0050,0.0
33,-1,0.447046,0.859759,0.969518,0.832705,0.824843,0.840429,,,,
34,20,0.441711,,,,,,9.50e-04,0.0050,0.0
34,40,0.420034,,,,,,9.50e-04,0.0050,0.0
34,60,0.451490,,,,,,9.49e-04,0.0050,0.0
34,80,0.485741,,,,,,9.49e-04,0.0050,0.0
34,100,0.431237,,,,,,9.49e-04,0.0050,0.0
34,120,0.434938,,,,,,9.49e-04,0.0050,0.0
34,140,0.425158,,,,,,9.49e-04,0.0050,0.0
34,160,0.431476,,,,,,9.49e-04,0.0050,0.0
34,180,0.429768,,,,,,9.48e-04,0.0050,0.0
34,200,0.453092,,,,,,9.48e-04,0.0050,0.0
34,220,0.445499,,,,,,9.48e-04,0.0050,0.0
34,240,0.433441,,,,,,9.48e-04,0.0050,0.0
34,260,0.418070,,,,,,9.48e-04,0.0050,0.0
34,280,0.453343,,,,,,9.47e-04,0.0050,0.0
34,300,0.440523,,,,,,9.47e-04,0.0050,0.0
34,320,0.428820,,,,,,9.47e-04,0.0050,0.0
34,340,0.446163,,,,,,9.47e-04,0.0050,0.0
34,360,0.415678,,,,,,9.47e-04,0.0050,0.0
34,380,0.429377,,,,,,9.46e-04,0.0050,0.0
34,-1,0.441568,0.850090,0.966637,0.828725,0.815485,0.863370,,,,
35,20,0.441057,,,,,,9.46e-04,0.0050,0.0
35,40,0.471477,,,,,,9.46e-04,0.0050,0.0
35,60,0.443699,,,,,,9.46e-04,0.0050,0.0
35,80,0.457731,,,,,,9.46e-04,0.0050,0.0
35,100,0.435326,,,,,,9.45e-04,0.0050,0.0
35,120,0.445868,,,,,,9.45e-04,0.0050,0.0
35,140,0.444536,,,,,,9.45e-04,0.0050,0.0
35,160,0.445638,,,,,,9.45e-04,0.0050,0.0
35,180,0.423065,,,,,,9.45e-04,0.0050,0.0
35,200,0.424153,,,,,,9.45e-04,0.0050,0.0
35,220,0.411466,,,,,,9.44e-04,0.0050,0.0
35,240,0.422598,,,,,,9.44e-04,0.0050,0.0
35,260,0.461363,,,,,,9.44e-04,0.0050,0.0
35,280,0.443253,,,,,,9.44e-04,0.0050,0.0
35,300,0.412278,,,,,,9.44e-04,0.0050,0.0
35,320,0.444796,,,,,,9.43e-04,0.0050,0.0
35,340,0.435919,,,,,,9.43e-04,0.0050,0.0
35,360,0.435971,,,,,,9.43e-04,0.0050,0.0
35,380,0.418962,,,,,,9.43e-04,0.0050,0.0
35,-1,0.438671,0.846055,0.967405,0.825799,0.812044,0.873815,,,,
36,20,0.393303,,,,,,9.43e-04,0.0050,0.0
36,40,0.417431,,,,,,9.42e-04,0.0050,0.0
36,60,0.431966,,,,,,9.42e-04,0.0050,0.0
36,80,0.426329,,,,,,9.42e-04,0.0050,0.0
36,100,0.427585,,,,,,9.42e-04,0.0050,0.0
36,120,0.429913,,,,,,9.42e-04,0.0050,0.0
36,140,0.427557,,,,,,9.41e-04,0.0050,0.0
36,160,0.422195,,,,,,9.41e-04,0.0050,0.0
36,180,0.416140,,,,,,9.41e-04,0.0050,0.0
36,200,0.442170,,,,,,9.41e-04,0.0050,0.0
36,220,0.464035,,,,,,9.41e-04,0.0050,0.0
36,240,0.436859,,,,,,9.40e-04,0.0050,0.0
36,260,0.411567,,,,,,9.40e-04,0.0050,0.0
36,280,0.448038,,,,,,9.40e-04,0.0050,0.0
36,300,0.438557,,,,,,9.40e-04,0.0050,0.0
36,320,0.437150,,,,,,9.40e-04,0.0050,0.0
36,340,0.453769,,,,,,9.39e-04,0.0050,0.0
36,360,0.405739,,,,,,9.39e-04,0.0050,0.0
36,380,0.423211,,,,,,9.39e-04,0.0050,0.0
36,-1,0.434755,0.849129,0.967533,0.829319,0.817320,0.870374,,,,
37,20,0.402942,,,,,,9.39e-04,0.0050,0.0
37,40,0.410327,,,,,,9.39e-04,0.0050,0.0
37,60,0.444980,,,,,,9.38e-04,0.0050,0.0
37,80,0.419882,,,,,,9.38e-04,0.0050,0.0
37,100,0.412408,,,,,,9.38e-04,0.0050,0.0
37,120,0.438009,,,,,,9.38e-04,0.0050,0.0
37,140,0.425719,,,,,,9.38e-04,0.0050,0.0
37,160,0.399764,,,,,,9.37e-04,0.0050,0.0
37,180,0.404711,,,,,,9.37e-04,0.0050,0.0
37,200,0.443912,,,,,,9.37e-04,0.0050,0.0
37,220,0.431527,,,,,,9.37e-04,0.0050,0.0
37,240,0.453401,,,,,,9.36e-04,0.0050,0.0
37,260,0.446038,,,,,,9.36e-04,0.0050,0.0
37,280,0.427208,,,,,,9.36e-04,0.0050,0.0
37,300,0.456352,,,,,,9.36e-04,0.0050,0.0
37,320,0.434106,,,,,,9.36e-04,0.0050,0.0
37,340,0.431320,,,,,,9.35e-04,0.0050,0.0
37,360,0.437571,,,,,,9.35e-04,0.0050,0.0
37,380,0.443088,,,,,,9.35e-04,0.0050,0.0
37,-1,0.431548,0.849449,0.967149,0.831162,0.817259,0.873983,,,,
38,20,0.428692,,,,,,9.35e-04,0.0050,0.0
38,40,0.398310,,,,,,9.35e-04,0.0050,0.0
38,60,0.418042,,,,,,9.34e-04,0.0050,0.0
38,80,0.421334,,,,,,9.34e-04,0.0050,0.0
38,100,0.475091,,,,,,9.34e-04,0.0050,0.0
38,120,0.455153,,,,,,9.34e-04,0.0050,0.0
38,140,0.440399,,,,,,9.34e-04,0.0050,0.0
38,160,0.426725,,,,,,9.33e-04,0.0050,0.0
38,180,0.478311,,,,,,9.33e-04,0.0050,0.0
38,200,0.430195,,,,,,9.33e-04,0.0050,0.0
38,220,0.434234,,,,,,9.33e-04,0.0050,0.0
38,240,0.429180,,,,,,9.33e-04,0.0050,0.0
38,260,0.415400,,,,,,9.32e-04,0.0050,0.0
38,280,0.499834,,,,,,9.32e-04,0.0050,0.0
38,300,0.428210,,,,,,9.32e-04,0.0050,0.0
38,320,0.436628,,,,,,9.32e-04,0.0050,0.0
38,340,0.438298,,,,,,9.31e-04,0.0050,0.0
38,360,0.443603,,,,,,9.31e-04,0.0050,0.0
38,380,0.438353,,,,,,9.31e-04,0.0050,0.0
38,-1,0.428329,0.855405,0.967789,0.833668,0.822041,0.849106,,,,
39,20,0.409858,,,,,,9.31e-04,0.0050,0.0
39,40,0.437161,,,,,,9.31e-04,0.0050,0.0
39,60,0.410704,,,,,,9.30e-04,0.0050,0.0
39,80,0.429021,,,,,,9.30e-04,0.0050,0.0
39,100,0.452094,,,,,,9.30e-04,0.0050,0.0
39,120,0.426617,,,,,,9.30e-04,0.0050,0.0
39,140,0.417910,,,,,,9.29e-04,0.0050,0.0
39,160,0.444458,,,,,,9.29e-04,0.0050,0.0
39,180,0.457687,,,,,,9.29e-04,0.0050,0.0
39,200,0.462577,,,,,,9.29e-04,0.0050,0.0
39,220,0.423544,,,,,,9.29e-04,0.0050,0.0
39,240,0.405458,,,,,,9.28e-04,0.0050,0.0
39,260,0.459229,,,,,,9.28e-04,0.0050,0.0
39,280,0.428284,,,,,,9.28e-04,0.0050,0.0
39,300,0.444426,,,,,,9.28e-04,0.0050,0.0
39,320,0.414052,,,,,,9.28e-04,0.0050,0.0
39,340,0.432563,,,,,,9.27e-04,0.0050,0.0
39,360,0.419537,,,,,,9.27e-04,0.0050,0.0
39,380,0.445510,,,,,,9.27e-04,0.0050,0.0
39,-1,0.427520,0.853804,0.966253,0.832707,0.819959,0.847568,,,,
40,20,0.419857,,,,,,9.27e-04,0.0050,0.0
40,40,0.436599,,,,,,9.26e-04,0.0050,0.0
40,60,0.421011,,,,,,9.26e-04,0.0050,0.0
40,80,0.415307,,,,,,9.26e-04,0.0050,0.0
40,100,0.419628,,,,,,9.26e-04,0.0050,0.0
40,120,0.422299,,,,,,9.26e-04,0.0050,0.0
40,140,0.403158,,,,,,9.25e-04,0.0050,0.0
40,160,0.427185,,,,,,9.25e-04,0.0050,0.0
40,180,0.416710,,,,,,9.25e-04,0.0050,0.0
40,200,0.424060,,,,,,9.25e-04,0.0050,0.0
40,220,0.432205,,,,,,9.24e-04,0.0050,0.0
40,240,0.409501,,,,,,9.24e-04,0.0050,0.0
40,260,0.432248,,,,,,9.24e-04,0.0050,0.0
40,280,0.456769,,,,,,9.24e-04,0.0050,0.0
40,300,0.442111,,,,,,9.24e-04,0.0050,0.0
40,320,0.413888,,,,,,9.23e-04,0.0050,0.0
40,340,0.437042,,,,,,9.23e-04,0.0050,0.0
40,360,0.442319,,,,,,9.23e-04,0.0050,0.0
40,380,0.414600,,,,,,9.23e-04,0.0050,0.0
40,-1,0.423478,0.851627,0.967213,0.833418,0.820603,0.874800,,,,
41,20,0.412452,,,,,,9.22e-04,0.0050,0.0
41,40,0.435153,,,,,,9.22e-04,0.0050,0.0
41,60,0.405932,,,,,,9.22e-04,0.0050,0.0
41,80,0.415069,,,,,,9.22e-04,0.0050,0.0
41,100,0.408897,,,,,,9.21e-04,0.0050,0.0
41,120,0.447456,,,,,,9.21e-04,0.0050,0.0
41,140,0.403064,,,,,,9.21e-04,0.0050,0.0
41,160,0.431109,,,,,,9.21e-04,0.0050,0.0
41,180,0.396634,,,,,,9.21e-04,0.0050,0.0
41,200,0.449449,,,,,,9.20e-04,0.0050,0.0
41,220,0.437366,,,,,,9.20e-04,0.0050,0.0
41,240,0.426912,,,,,,9.20e-04,0.0050,0.0
41,260,0.439442,,,,,,9.20e-04,0.0050,0.0
41,280,0.425183,,,,,,9.19e-04,0.0050,0.0
41,300,0.450053,,,,,,9.19e-04,0.0050,0.0
41,320,0.427251,,,,,,9.19e-04,0.0050,0.0
41,340,0.420741,,,,,,9.19e-04,0.0050,0.0
41,360,0.430262,,,,,,9.19e-04,0.0050,0.0
41,380,0.431578,,,,,,9.18e-04,0.0050,0.0
41,-1,0.422025,0.856045,0.968430,0.838089,0.824273,0.835083,,,,
42,20,0.407896,,,,,,9.18e-04,0.0050,0.0
42,40,0.393556,,,,,,9.18e-04,0.0050,0.0
42,60,0.398476,,,,,,9.18e-04,0.0050,0.0
42,80,0.424843,,,,,,9.17e-04,0.0050,0.0
42,100,0.429482,,,,,,9.17e-04,0.0050,0.0
42,120,0.407102,,,,,,9.17e-04,0.0050,0.0
42,140,0.414252,,,,,,9.17e-04,0.0050,0.0
42,160,0.417196,,,,,,9.16e-04,0.0050,0.0
42,180,0.444426,,,,,,9.16e-04,0.0050,0.0
42,200,0.413612,,,,,,9.16e-04,0.0050,0.0
42,220,0.404555,,,,,,9.16e-04,0.0050,0.0
42,240,0.418337,,,,,,9.15e-04,0.0050,0.0
42,260,0.404200,,,,,,9.15e-04,0.0050,0.0
42,280,0.428537,,,,,,9.15e-04,0.0050,0.0
42,300,0.396134,,,,,,9.15e-04,0.0050,0.0
42,320,0.416559,,,,,,9.15e-04,0.0050,0.0
42,340,0.401887,,,,,,9.14e-04,0.0050,0.0
42,360,0.400085,,,,,,9.14e-04,0.0050,0.0
42,380,0.432413,,,,,,9.14e-04,0.0050,0.0
42,-1,0.418937,0.851050,0.968110,0.828083,0.820652,0.860647,,,,
43,20,0.402495,,,,,,9.14e-04,0.0050,0.0
43,40,0.406918,,,,,,9.13e-04,0.0050,0.0
43,60,0.422895,,,,,,9.13e-04,0.0050,0.0
43,80,0.433396,,,,,,9.13e-04,0.0050,0.0
43,100,0.389518,,,,,,9.13e-04,0.0050,0.0
43,120,0.403038,,,,,,9.12e-04,0.0050,0.0
43,140,0.402397,,,,,,9.12e-04,0.0050,0.0
43,160,0.408886,,,,,,9.12e-04,0.0050,0.0
43,180,0.450758,,,,,,9.12e-04,0.0050,0.0
43,200,0.417915,,,,,,9.11e-04,0.0050,0.0
43,220,0.475495,,,,,,9.11e-04,0.0050,0.0
43,240,0.417045,,,,,,9.11e-04,0.0050,0.0
43,260,0.430757,,,,,,9.11e-04,0.0050,0.0
43,280,0.396888,,,,,,9.10e-04,0.0050,0.0
43,300,0.410794,,,,,,9.10e-04,0.0050,0.0
43,320,0.390152,,,,,,9.10e-04,0.0050,0.0
43,340,0.384929,,,,,,9.10e-04,0.0050,0.0
43,360,0.442243,,,,,,9.09e-04,0.0050,0.0
43,380,0.437212,,,,,,9.09e-04,0.0050,0.0
43,-1,0.416357,0.856621,0.969006,0.836228,0.824571,0.843863,,,,
44,20,0.403816,,,,,,9.09e-04,0.0050,0.0
44,40,0.458452,,,,,,9.09e-04,0.0050,0.0
44,60,0.389304,,,,,,9.08e-04,0.0050,0.0
44,80,0.412828,,,,,,9.08e-04,0.0050,0.0
44,100,0.435762,,,,,,9.08e-04,0.0050,0.0
44,120,0.434230,,,,,,9.08e-04,0.0050,0.0
44,140,0.408422,,,,,,9.07e-04,0.0050,0.0
44,160,0.411047,,,,,,9.07e-04,0.0050,0.0
44,180,0.398065,,,,,,9.07e-04,0.0050,0.0
44,200,0.425825,,,,,,9.07e-04,0.0050,0.0
44,220,0.422747,,,,,,9.07e-04,0.0050,0.0
44,240,0.404964,,,,,,9.06e-04,0.0050,0.0
44,260,0.425600,,,,,,9.06e-04,0.0050,0.0
44,280,0.412285,,,,,,9.06e-04,0.0050,0.0
44,300,0.431692,,,,,,9.06e-04,0.0050,0.0
44,320,0.414768,,,,,,9.05e-04,0.0050,0.0
44,340,0.392098,,,,,,9.05e-04,0.0050,0.0
44,360,0.423274,,,,,,9.05e-04,0.0050,0.0
44,380,0.384914,,,,,,9.05e-04,0.0050,0.0
44,-1,0.413894,0.856301,0.966317,0.839812,0.826395,0.855986,,,,
45,20,0.394964,,,,,,9.04e-04,0.0050,0.0
45,40,0.404733,,,,,,9.04e-04,0.0050,0.0
45,60,0.427641,,,,,,9.04e-04,0.0050,0.0
45,80,0.427133,,,,,,9.04e-04,0.0050,0.0
45,100,0.402490,,,,,,9.03e-04,0.0050,0.0
45,120,0.419126,,,,,,9.03e-04,0.0050,0.0
45,140,0.415853,,,,,,9.03e-04,0.0050,0.0
45,160,0.388939,,,,,,9.03e-04,0.0050,0.0
45,180,0.400252,,,,,,9.02e-04,0.0050,0.0
45,200,0.407177,,,,,,9.02e-04,0.0050,0.0
45,220,0.385685,,,,,,9.02e-04,0.0050,0.0
45,240,0.414631,,,,,,9.02e-04,0.0050,0.0
45,260,0.409791,,,,,,9.01e-04,0.0050,0.0
45,280,0.433102,,,,,,9.01e-04,0.0050,0.0
45,300,0.436706,,,,,,9.01e-04,0.0050,0.0
45,320,0.410096,,,,,,9.01e-04,0.0050,0.0
45,340,0.410838,,,,,,9.00e-04,0.0050,0.0
45,360,0.442738,,,,,,9.00e-04,0.0050,0.0
45,380,0.414916,,,,,,9.00e-04,0.0050,0.0
45,-1,0.412743,0.856621,0.965548,0.834915,0.824413,0.876293,,,,
46,20,0.409444,,,,,,8.99e-04,0.0050,0.0
46,40,0.388878,,,,,,8.99e-04,0.0050,0.0
46,60,0.439284,,,,,,8.99e-04,0.0050,0.0
46,80,0.400357,,,,,,8.99e-04,0.0050,0.0
46,100,0.428993,,,,,,8.98e-04,0.0050,0.0
46,120,0.423664,,,,,,8.98e-04,0.0050,0.0
